loteria,fecha,numero,serie
medellin,2020-11-06 00:00:00,4387,184
medellin,2020-10-30 00:00:00,2836,328
medellin,2020-10-23 00:00:00,7309,003
medellin,2020-10-16 00:00:00,3045,120
medellin,2020-10-09 00:00:00,4439,035
medellin,2020-10-02 00:00:00,9606,169
medellin,2020-09-25 00:00:00,9055,046
medellin,2020-09-18 00:00:00,7498,032
medellin,2020-09-11 00:00:00,9315,134
medellin,2020-09-04 00:00:00,8508,211
boyaca,2022-07-30 00:00:00,7252,197
boyaca,2022-07-23 00:00:00,7981,353
boyaca,2022-07-16 00:00:00,7206,263
boyaca,2022-07-09 00:00:00,9739,259
boyaca,2022-07-02 00:00:00,8693,100
boyaca,2022-06-25 00:00:00,0229,129
boyaca,2022-06-18 00:00:00,3747,009
boyaca,2022-06-11 00:00:00,2637,339
boyaca,2022-06-04 00:00:00,1336,102
boyaca,2022-05-28 00:00:00,0278,349
boyaca,2022-05-21 00:00:00,9437,057
boyaca,2022-05-14 00:00:00,5481,366
boyaca,2022-05-07 00:00:00,7776,233
boyaca,2022-04-30 00:00:00,7985,188
boyaca,2022-04-23 00:00:00,4634,325
boyaca,2022-04-16 00:00:00,1473,191
boyaca,2022-04-09 00:00:00,6944,394
boyaca,2022-04-02 00:00:00,6819,196
boyaca,2022-03-26 00:00:00,2008,229
boyaca,2022-03-19 00:00:00,7277,264
boyaca,2022-03-12 00:00:00,1606,324
boyaca,2022-03-05 00:00:00,9855,133
boyaca,2022-02-26 00:00:00,4711,249
boyaca,2022-02-19 00:00:00,7987,052
boyaca,2022-02-12 00:00:00,0303,167
boyaca,2022-02-05 00:00:00,6017,390
boyaca,2022-01-29 00:00:00,1010,134
boyaca,2022-01-22 00:00:00,4770,027
boyaca,2022-01-15 00:00:00,1522,291
boyaca,2022-01-08 00:00:00,8811,176
boyaca,2022-01-01 00:00:00,2242,051
boyaca,2021-12-24 00:00:00,2000,172
boyaca,2021-12-18 00:00:00,8867,139
boyaca,2021-12-11 00:00:00,0409,256
boyaca,2021-12-04 00:00:00,0636,382
boyaca,2021-11-27 00:00:00,6551,327
boyaca,2021-11-20 00:00:00,0234,040
boyaca,2021-11-13 00:00:00,1541,169
boyaca,2021-11-06 00:00:00,7435,007
boyaca,2021-10-30 00:00:00,7263,068
boyaca,2021-10-23 00:00:00,0268,084
boyaca,2021-10-16 00:00:00,8750,117
boyaca,2021-10-09 00:00:00,0796,067
boyaca,2021-10-02 00:00:00,6057,190
boyaca,2021-09-25 00:00:00,3331,298
boyaca,2021-09-18 00:00:00,4617,076
boyaca,2021-09-11 00:00:00,4959,086
boyaca,2021-09-04 00:00:00,8405,268
boyaca,2021-08-28 00:00:00,3894,313
boyaca,2021-08-21 00:00:00,8138,075
boyaca,2021-08-14 00:00:00,3554,230
boyaca,2021-08-07 00:00:00,3174,277
boyaca,2021-07-31 00:00:00,0379,322
boyaca,2021-07-24 00:00:00,5855,105
boyaca,2021-07-17 00:00:00,1999,094
boyaca,2021-07-10 00:00:00,2153,272
boyaca,2021-07-03 00:00:00,0223,215
boyaca,2021-06-26 00:00:00,0517,049
boyaca,2021-06-19 00:00:00,9196,222
boyaca,2021-06-12 00:00:00,5295,263
boyaca,2021-06-05 00:00:00,2605,301
boyaca,2021-05-29 00:00:00,3067,179
boyaca,2021-05-22 00:00:00,6899,131
boyaca,2021-05-15 00:00:00,1528,273
boyaca,2021-05-08 00:00:00,3372,022
boyaca,2021-04-30 00:00:00,8708,078
boyaca,2021-04-24 00:00:00,0457,336
boyaca,2021-04-17 00:00:00,8772,049
boyaca,2021-04-10 00:00:00,2564,255
boyaca,2021-04-03 00:00:00,6737,374
boyaca,2021-03-27 00:00:00,1866,007
boyaca,2021-03-20 00:00:00,6520,275
boyaca,2021-03-13 00:00:00,0874,043
boyaca,2021-03-06 00:00:00,0316,369
boyaca,2021-02-27 00:00:00,3366,123
boyaca,2021-02-20 00:00:00,8371,249
boyaca,2021-02-13 00:00:00,8662,363
boyaca,2021-02-06 00:00:00,5065,105
boyaca,2021-01-30 00:00:00,1133,263
boyaca,2021-01-23 00:00:00,4865,039
boyaca,2021-01-16 00:00:00,0659,179
boyaca,2021-01-09 00:00:00,7063,281
boyaca,2021-01-02 00:00:00,4064,117
boyaca,2020-12-26 00:00:00,0067,017
boyaca,2020-12-19 00:00:00,2915,163
boyaca,2020-12-12 00:00:00,0709,345
boyaca,2020-12-05 00:00:00,9681,343
boyaca,2020-11-28 00:00:00,2888,083
boyaca,2020-11-21 00:00:00,0946,368
boyaca,2020-11-14 00:00:00,6802,280
boyaca,2020-11-07 00:00:00,3586,314
boyaca,2020-10-31 00:00:00,0871,235
boyaca,2020-10-24 00:00:00,6376,141
boyaca,2020-10-17 00:00:00,8045,067
boyaca,2020-10-10 00:00:00,7221,266
boyaca,2020-10-03 00:00:00,3373,237
boyaca,2020-09-26 00:00:00,2636,385
boyaca,2020-09-19 00:00:00,8121,170
boyaca,2020-09-12 00:00:00,3210,244
boyaca,2020-09-05 00:00:00,9332,069
tolima,2022-07-25 00:00:00,1971,114
tolima,2022-07-18 00:00:00,0772,014
tolima,2022-07-11 00:00:00,1237,041
tolima,2022-07-05 00:00:00,5702,122
tolima,2022-06-28 00:00:00,1509,149
